district,state,year,flood_events,area_affected_ha,people_affected,damage_cr
North Goa,Goa,2023,0,1602,14750,20
North Goa,Goa,2024,2,2986,1402,50
South Goa,Goa,2015,0,2899,3080,15
South Goa,Goa,2016,2,3074,12764,68
South Goa,Goa,2017,0,2600,9162,39
South Goa,Goa,2018,0,2013,6470,68
South Goa,Goa,2019,2,697,13495,54
South Goa,Goa,2020,2,4415,2209,62
South Goa,Goa,2021,2,4678,12154,26
South Goa,Goa,2022,2,4156,6338,44
South Goa,Goa,2023,0,3784,9098,71
South Goa,Goa,2024,1,2625,6611,24
Ahmedabad,Gujarat,2015,4,14877,32700,244
Ahmedabad,Gujarat,2016,1,6208,32299,172
Ahmedabad,Gujarat,2017,2,5212,48222,138
Ahmedabad,Gujarat,2018,1,7292,67843,100
Ahmedabad,Gujarat,2019,2,16931,58150,172
Ahmedabad,Gujarat,2020,1,6899,65816,240
Ahmedabad,Gujarat,2021,1,9984,12622,339
Ahmedabad,Gujarat,2022,1,18214,19084,288
Ahmedabad,Gujarat,2023,4,10186,25456,152
Ahmedabad,Gujarat,2024,1,10648,73449,344
Amreli,Gujarat,2015,3,6345,51596,75
Amreli,Gujarat,2016,5,5910,40341,108
Amreli,Gujarat,2017,3,8309,19628,192
Amreli,Gujarat,2018,4,17971,11806,138
Amreli,Gujarat,2019,1,14348,18239,98
Amreli,Gujarat,2020,4,3737,17918,127
Amreli,Gujarat,2021,1,17875,74594,372
Amreli,Gujarat,2022,4,17191,32048,262
Amreli,Gujarat,2023,5,11993,56528,164
Amreli,Gujarat,2024,4,13158,48256,76
Anand,Gujarat,2015,5,4412,25353,343
Anand,Gujarat,2016,2,18853,28067,276
Anand,Gujarat,2017,5,11144,44661,384
Anand,Gujarat,2018,3,6011,71244,96
Anand,Gujarat,2019,2,17495,66310,179
Anand,Gujarat,2020,1,13943,26377,126
Anand,Gujarat,2021,3,19170,57824,251
Anand,Gujarat,2022,2,15774,72023,352
Anand,Gujarat,2023,1,15688,25867,378
Anand,Gujarat,2024,2,17354,19958,87
Arvalli,Gujarat,2015,3,9102,72286,324
Arvalli,Gujarat,2016,1,3020,17819,398
Arvalli,Gujarat,2017,2,15940,12426,134
Arvalli,Gujarat,2018,1,12055,16157,133
Arvalli,Gujarat,2019,5,7851,79495,92
Arvalli,Gujarat,2020,4,6475,31508,80
Arvalli,Gujarat,2021,4,13747,64862,184
Arvalli,Gujarat,2022,4,9069,14692,141
Arvalli,Gujarat,2023,3,19481,42155,216
Arvalli,Gujarat,2024,1,11179,58580,366
Banas Kantha,Gujarat,2015,2,7321,35241,283
Banas Kantha,Gujarat,2016,3,15339,55974,214
Banas Kantha,Gujarat,2017,2,11928,41055,274
Banas Kantha,Gujarat,2018,1,15084,75001,362
Banas Kantha,Gujarat,2019,3,11333,16788,383
Banas Kantha,Gujarat,2020,4,10229,18190,191
Banas Kantha,Gujarat,2021,3,12099,22744,119
Banas Kantha,Gujarat,2022,4,19727,17167,85
Banas Kantha,Gujarat,2023,4,16095,42362,243
Banas Kantha,Gujarat,2024,5,17992,17247,244
Bharuch,Gujarat,2015,1,9677,51459,184
Bharuch,Gujarat,2016,1,3573,44684,400
Bharuch,Gujarat,2017,2,16150,10034,283
Bharuch,Gujarat,2018,4,14309,75810,238
Bharuch,Gujarat,2019,3,18546,16581,121
Bharuch,Gujarat,2020,1,4482,31192,300
Bharuch,Gujarat,2021,1,18520,74025,289
Bharuch,Gujarat,2022,2,13105,47871,61
Bharuch,Gujarat,2023,5,18973,68046,53
Bharuch,Gujarat,2024,4,13200,63639,105
Bhavnagar,Gujarat,2015,4,10698,36513,314
Bhavnagar,Gujarat,2016,5,8816,11989,149
Bhavnagar,Gujarat,2017,3,3505,40132,274
Bhavnagar,Gujarat,2018,5,8271,11392,247
Bhavnagar,Gujarat,2019,1,17674,52025,296
Bhavnagar,Gujarat,2020,4,10154,41954,278
Bhavnagar,Gujarat,2021,4,4074,62153,313
Bhavnagar,Gujarat,2022,5,12795,41351,151
Bhavnagar,Gujarat,2023,5,18966,25566,199
Bhavnagar,Gujarat,2024,3,18453,38289,222
Botad,Gujarat,2015,3,16090,51501,186
Botad,Gujarat,2016,5,13042,48009,385
Botad,Gujarat,2017,5,5391,52021,76
Botad,Gujarat,2018,3,12293,24849,277
Botad,Gujarat,2019,3,18743,73878,271
Botad,Gujarat,2020,4,19055,51835,112
Botad,Gujarat,2021,4,10940,37688,210
Botad,Gujarat,2022,1,10674,22900,366
Botad,Gujarat,2023,5,13693,31620,357
Botad,Gujarat,2024,5,10750,14111,53
Chhotaudepur,Gujarat,2015,2,10817,49843,117
Chhotaudepur,Gujarat,2016,3,3021,15163,376
Chhotaudepur,Gujarat,2017,5,15429,22776,94
Chhotaudepur,Gujarat,2018,2,11275,21814,192
Chhotaudepur,Gujarat,2019,2,19497,48124,240
Chhotaudepur,Gujarat,2020,1,19270,42079,348
Chhotaudepur,Gujarat,2021,3,3576,45167,95
Chhotaudepur,Gujarat,2022,2,13359,41117,214
Chhotaudepur,Gujarat,2023,5,3605,12724,115
Chhotaudepur,Gujarat,2024,3,14704,46561,235
Dahod,Gujarat,2015,1,15090,41760,96
Dahod,Gujarat,2016,5,9838,70789,271
Dahod,Gujarat,2017,5,19467,38361,271
Dahod,Gujarat,2018,2,12765,41850,239
Dahod,Gujarat,2019,1,7475,49705,205
Dahod,Gujarat,2020,2,16840,29944,241
Dahod,Gujarat,2021,3,10038,15925,189
Dahod,Gujarat,2022,3,7635,42810,185
Dahod,Gujarat,2023,2,17986,35599,67
Dahod,Gujarat,2024,5,13742,25994,298
Dangs,Gujarat,2015,4,19386,30643,253
Dangs,Gujarat,2016,4,19466,35678,164
Dangs,Gujarat,2017,2,14106,56944,122
Dangs,Gujarat,2018,4,18027,73456,357
Dangs,Gujarat,2019,5,4772,27576,313
Dangs,Gujarat,2020,5,13966,41680,387
Dangs,Gujarat,2021,5,15794,49846,190
Dangs,Gujarat,2022,2,18017,43653,245
Dangs,Gujarat,2023,2,15366,63606,176
Dangs,Gujarat,2024,4,10574,28924,296
Devbhumi Dwarka,Gujarat,2015,5,12849,64750,379
Devbhumi Dwarka,Gujarat,2016,5,6980,42839,138
Devbhumi Dwarka,Gujarat,2017,5,10429,66978,153
Devbhumi Dwarka,Gujarat,2018,1,14782,73362,54
Devbhumi Dwarka,Gujarat,2019,5,19999,51006,247
Devbhumi Dwarka,Gujarat,2020,5,16875,67059,344
Devbhumi Dwarka,Gujarat,2021,1,17007,27832,399
Devbhumi Dwarka,Gujarat,2022,3,5766,76026,367
Devbhumi Dwarka,Gujarat,2023,2,14833,19435,58
Devbhumi Dwarka,Gujarat,2024,3,5884,76318,63
Gandhinagar,Gujarat,2015,4,12739,37575,67
Gandhinagar,Gujarat,2016,4,16205,29796,344
Gandhinagar,Gujarat,2017,5,6412,45494,292
Gandhinagar,Gujarat,2018,2,18903,27519,339
Gandhinagar,Gujarat,2019,2,10236,70315,188
Gandhinagar,Gujarat,2020,5,17789,55500,342
Gandhinagar,Gujarat,2021,4,16694,36109,315
Gandhinagar,Gujarat,2022,5,16310,40957,86
Gandhinagar,Gujarat,2023,1,11343,45079,119
Gandhinagar,Gujarat,2024,2,10616,32573,170
Gir Somnath,Gujarat,2015,3,13432,75059,311
Gir Somnath,Gujarat,2016,1,3173,47398,75
Gir Somnath,Gujarat,2017,1,14261,67127,397
Gir Somnath,Gujarat,2018,1,12804,65688,368
Gir Somnath,Gujarat,2019,1,5213,17207,255
Gir Somnath,Gujarat,2020,5,9474,61879,82
Gir Somnath,Gujarat,2021,5,19146,54883,341
Gir Somnath,Gujarat,2022,3,11293,73138,111
Gir Somnath,Gujarat,2023,1,8851,39370,213
Gir Somnath,Gujarat,2024,3,13705,60994,163
Jamnagar,Gujarat,2015,3,9187,30540,302
Jamnagar,Gujarat,2016,1,19078,42066,199
Jamnagar,Gujarat,2017,1,8517,46772,249
Jamnagar,Gujarat,2018,5,13583,32610,151
Jamnagar,Gujarat,2019,4,6285,29578,400
Jamnagar,Gujarat,2020,5,9438,50681,160
Jamnagar,Gujarat,2021,4,7346,78745,162
Jamnagar,Gujarat,2022,4,17911,12906,356
Jamnagar,Gujarat,2023,1,4664,54212,292
Jamnagar,Gujarat,2024,4,11836,18342,281
Junagadh,Gujarat,2015,3,14853,35602,283
Junagadh,Gujarat,2016,2,3249,37270,393
Junagadh,Gujarat,2017,3,19227,73573,86
Junagadh,Gujarat,2018,4,12609,40104,72
Junagadh,Gujarat,2019,5,16533,14842,328
Junagadh,Gujarat,2020,2,16255,61675,80
Junagadh,Gujarat,2021,1,18520,57171,79
Junagadh,Gujarat,2022,4,9746,46115,135
Junagadh,Gujarat,2023,2,11935,66788,398
Junagadh,Gujarat,2024,1,3249,58052,207
Kachchh,Gujarat,2015,2,4414,51551,220
Kachchh,Gujarat,2016,5,17964,60635,273
Kachchh,Gujarat,2017,1,5414,67120,330
Kachchh,Gujarat,2018,3,5537,22702,158
Kachchh,Gujarat,2019,2,12482,50184,274
Kachchh,Gujarat,2020,1,13451,19535,207
Kachchh,Gujarat,2021,4,15280,37916,229
Kachchh,Gujarat,2022,3,16867,67974,399
Kachchh,Gujarat,2023,4,5978,43350,178
Kachchh,Gujarat,2024,3,7050,39335,269
Kheda,Gujarat,2015,5,6703,52251,270
Kheda,Gujarat,2016,5,14152,36507,62
Kheda,Gujarat,2017,1,10446,28333,329
Kheda,Gujarat,2018,5,13693,50761,60
Kheda,Gujarat,2019,4,19267,46115,117
Kheda,Gujarat,2020,5,13426,15710,92
Kheda,Gujarat,2021,2,5348,72141,135
Kheda,Gujarat,2022,3,4950,27776,122
Kheda,Gujarat,2023,4,17356,42394,195
Kheda,Gujarat,2024,3,11929,46974,116
Mahesana,Gujarat,2015,3,4901,23963,151
Mahesana,Gujarat,2016,1,12760,35136,339
Mahesana,Gujarat,2017,2,18359,72538,50
Mahesana,Gujarat,2018,1,8787,56167,311
Mahesana,Gujarat,2019,3,11238,48154,194
Mahesana,Gujarat,2020,5,16096,67390,221
Mahesana,Gujarat,2021,4,10224,71059,112
Mahesana,Gujarat,2022,4,15894,15600,351
Mahesana,Gujarat,2023,3,7949,35134,244
Mahesana,Gujarat,2024,1,16397,15912,384
Mahisagar,Gujarat,2015,2,11518,59529,369
Mahisagar,Gujarat,2016,4,3952,63644,186
Mahisagar,Gujarat,2017,3,17813,32275,293
Mahisagar,Gujarat,2018,4,10492,39818,388
Mahisagar,Gujarat,2019,3,15145,70992,338
Mahisagar,Gujarat,2020,5,13000,12302,189
Mahisagar,Gujarat,2021,2,16951,59992,57
Mahisagar,Gujarat,2022,5,16398,58907,169
Mahisagar,Gujarat,2023,3,16900,70455,152
Mahisagar,Gujarat,2024,1,7655,45162,58
Morbi,Gujarat,2015,2,16738,36129,285
Morbi,Gujarat,2016,5,10155,74105,170
Morbi,Gujarat,2017,4,9263,64788,117
Morbi,Gujarat,2018,2,12726,48165,61
Morbi,Gujarat,2019,3,6316,63163,327
Morbi,Gujarat,2020,2,10142,67325,167
Morbi,Gujarat,2021,3,4121,51526,78
Morbi,Gujarat,2022,1,16828,45485,234
Morbi,Gujarat,2023,4,9379,55830,399
Morbi,Gujarat,2024,5,6715,41644,187
Narmada,Gujarat,2015,1,7996,67807,99
Narmada,Gujarat,2016,5,3902,44544,282
Narmada,Gujarat,2017,2,5860,26730,167
Narmada,Gujarat,2018,3,15134,67998,400
Narmada,Gujarat,2019,4,16518,22258,199
Narmada,Gujarat,2020,2,12470,48167,243
Narmada,Gujarat,2021,3,18878,54269,128
Narmada,Gujarat,2022,5,14393,22890,375
Narmada,Gujarat,2023,2,10679,19487,148
Narmada,Gujarat,2024,1,15999,34469,133
Navsari,Gujarat,2015,3,4241,63266,322
Navsari,Gujarat,2016,2,12904,45207,196
Navsari,Gujarat,2017,3,15831,67501,192
Navsari,Gujarat,2018,4,5373,18104,75
Navsari,Gujarat,2019,4,14870,62465,210
Navsari,Gujarat,2020,4,9786,16717,350
Navsari,Gujarat,2021,4,4492,54331,344
Navsari,Gujarat,2022,1,18330,15494,97
Navsari,Gujarat,2023,5,4183,57723,283
Navsari,Gujarat,2024,4,8534,21248,111
Panch Mahals,Gujarat,2015,5,3483,68122,386
Panch Mahals,Gujarat,2016,5,5744,30668,168
Panch Mahals,Gujarat,2017,2,13557,64959,281
Panch Mahals,Gujarat,2018,1,5398,46614,76
Panch Mahals,Gujarat,2019,4,14127,68187,113
Panch Mahals,Gujarat,2020,5,9328,71195,245
Panch Mahals,Gujarat,2021,4,8183,23791,335
Panch Mahals,Gujarat,2022,5,4060,39056,77
Panch Mahals,Gujarat,2023,3,10547,36827,67
Panch Mahals,Gujarat,2024,4,12886,19625,244
Patan,Gujarat,2015,3,17602,13054,61
Patan,Gujarat,2016,1,16235,44974,330
Patan,Gujarat,2017,2,14607,54552,111
Patan,Gujarat,2018,3,10959,44535,357
Patan,Gujarat,2019,5,11719,26918,182
Patan,Gujarat,2020,5,3674,44082,372
Patan,Gujarat,2021,2,19680,30481,65
Patan,Gujarat,2022,1,19590,42578,395
Patan,Gujarat,2023,5,9783,40693,278
Patan,Gujarat,2024,5,12522,34727,58
Porbandar,Gujarat,2015,2,19937,21145,368
Porbandar,Gujarat,2016,3,13653,76335,329
Porbandar,Gujarat,2017,5,8445,71844,396
Porbandar,Gujarat,2018,1,4854,18883,373
Porbandar,Gujarat,2019,4,8474,45045,316
Porbandar,Gujarat,2020,1,14758,54421,315
Porbandar,Gujarat,2021,2,18043,37520,274
Porbandar,Gujarat,2022,3,10858,20310,122
Porbandar,Gujarat,2023,3,15288,76204,228
Porbandar,Gujarat,2024,2,8684,28483,282
Rajkot,Gujarat,2015,2,10219,17578,213
Rajkot,Gujarat,2016,1,10678,54607,148
Rajkot,Gujarat,2017,4,12896,48718,307
Rajkot,Gujarat,2018,3,5813,39700,391
Rajkot,Gujarat,2019,1,6024,36684,397
Rajkot,Gujarat,2020,5,19017,71667,183
Rajkot,Gujarat,2021,3,3848,75611,174
Rajkot,Gujarat,2022,1,12969,27227,81
Rajkot,Gujarat,2023,2,8468,41373,98
Rajkot,Gujarat,2024,4,19406,77352,118
Sabar Kantha,Gujarat,2015,2,9959,64824,395
Sabar Kantha,Gujarat,2016,2,14019,55553,153
Sabar Kantha,Gujarat,2017,1,3811,35051,369
Sabar Kantha,Gujarat,2018,1,13036,67717,355
Sabar Kantha,Gujarat,2019,5,4633,55666,346
Sabar Kantha,Gujarat,2020,2,8758,66112,325
Sabar Kantha,Gujarat,2021,5,7949,79555,340
Sabar Kantha,Gujarat,2022,4,9441,37651,75
Sabar Kantha,Gujarat,2023,2,10070,28135,167
Sabar Kantha,Gujarat,2024,1,17324,27073,311
Surat,Gujarat,2015,5,19086,63737,385
Surat,Gujarat,2016,5,3389,51266,345
Surat,Gujarat,2017,4,12324,79937,171
Surat,Gujarat,2018,4,15696,41323,148
Surat,Gujarat,2019,1,4185,43798,210
Surat,Gujarat,2020,1,5218,45550,283
Surat,Gujarat,2021,3,9150,50427,311
Surat,Gujarat,2022,5,3762,18974,97
Surat,Gujarat,2023,1,12402,42527,158
Surat,Gujarat,2024,2,6275,69444,185
Surendranagar,Gujarat,2015,1,3621,22849,116
Surendranagar,Gujarat,2016,3,5030,62853,186
Surendranagar,Gujarat,2017,3,18714,21410,180
Surendranagar,Gujarat,2018,5,7374,33746,386
Surendranagar,Gujarat,2019,3,11383,41313,176
Surendranagar,Gujarat,2020,3,13147,44667,205
Surendranagar,Gujarat,2021,5,10775,18687,374
Surendranagar,Gujarat,2022,3,14429,28788,285
Surendranagar,Gujarat,2023,3,6108,50301,378
Surendranagar,Gujarat,2024,3,14356,73981,332
Tapi,Gujarat,2015,3,14786,10016,59
Tapi,Gujarat,2016,1,14249,51287,216
Tapi,Gujarat,2017,1,14867,18392,400
Tapi,Gujarat,2018,2,6040,28608,385
Tapi,Gujarat,2019,2,4363,68334,226
Tapi,Gujarat,2020,1,18604,35366,102
Tapi,Gujarat,2021,2,17582,33715,118
Tapi,Gujarat,2022,1,4422,16604,226
Tapi,Gujarat,2023,2,19030,71881,381
Tapi,Gujarat,2024,5,13132,62106,291
Ambala,Haryana,2015,0,4330,6280,12
Ambala,Haryana,2016,0,3834,8882,31
Ambala,Haryana,2017,2,2859,6733,79
Ambala,Haryana,2018,1,3547,8970,11
Ambala,Haryana,2019,0,1577,5259,25
Ambala,Haryana,2020,0,4920,9581,52
Ambala,Haryana,2021,2,3466,4917,91
Ambala,Haryana,2022,0,4229,3698,100
Ambala,Haryana,2023,0,3724,4156,12
Ambala,Haryana,2024,2,3126,2246,44
Bhiwani,Haryana,2015,2,3002,12307,77
Bhiwani,Haryana,2016,0,4207,3297,99
Bhiwani,Haryana,2017,2,1457,4514,75
Bhiwani,Haryana,2018,0,2115,10667,44
Bhiwani,Haryana,2019,0,3530,14217,27
Bhiwani,Haryana,2020,2,1041,11386,59
Bhiwani,Haryana,2021,1,4006,1974,51
Bhiwani,Haryana,2022,2,718,1418,63
Bhiwani,Haryana,2023,1,4095,12065,79
Bhiwani,Haryana,2024,0,2174,11331,77
Charkhi Dadri,Haryana,2015,0,3595,11409,27
Charkhi Dadri,Haryana,2016,1,3044,13000,40
Charkhi Dadri,Haryana,2017,0,3528,4894,59
Charkhi Dadri,Haryana,2018,2,1861,14746,70
Charkhi Dadri,Haryana,2019,1,1736,7846,77
Charkhi Dadri,Haryana,2020,0,611,3759,48
Charkhi Dadri,Haryana,2021,0,1235,12177,41
Charkhi Dadri,Haryana,2022,1,1594,4897,62
Charkhi Dadri,Haryana,2023,0,3670,1472,10
Charkhi Dadri,Haryana,2024,1,2316,11888,67
Faridabad,Haryana,2015,2,1392,4231,63
Faridabad,Haryana,2016,0,2851,11829,31
Faridabad,Haryana,2017,0,1301,8353,40
Faridabad,Haryana,2018,0,3643,3582,76
Faridabad,Haryana,2019,2,4190,5900,36
Faridabad,Haryana,2020,1,1062,10559,56
Faridabad,Haryana,2021,0,2942,11956,26
Faridabad,Haryana,2022,0,1335,7967,92
Faridabad,Haryana,2023,0,1198,7014,64
Faridabad,Haryana,2024,2,1988,11400,52
Fatehabad,Haryana,2015,1,3980,10678,88
Fatehabad,Haryana,2016,0,4064,9977,31
Fatehabad,Haryana,2017,0,3216,13144,11
Fatehabad,Haryana,2018,1,3353,8474,34
Fatehabad,Haryana,2019,2,4368,3099,75
Fatehabad,Haryana,2020,0,4619,5317,91
Fatehabad,Haryana,2021,0,3393,7348,82
Fatehabad,Haryana,2022,2,1931,13511,95
Fatehabad,Haryana,2023,1,2263,7006,57
Fatehabad,Haryana,2024,1,894,7747,19
Gurugram,Haryana,2015,1,3863,8383,94
Gurugram,Haryana,2016,2,4528,8751,86
Gurugram,Haryana,2017,0,793,12113,13
Gurugram,Haryana,2018,2,4472,14353,80
Gurugram,Haryana,2019,0,4231,6435,28
Gurugram,Haryana,2020,0,3745,10870,24
Gurugram,Haryana,2021,2,1690,2515,38
Gurugram,Haryana,2022,2,2792,11906,62
Gurugram,Haryana,2023,1,4708,5414,87
Gurugram,Haryana,2024,2,2513,4478,88
Hisar,Haryana,2015,1,606,3847,22
Hisar,Haryana,2016,0,1059,6308,79
Hisar,Haryana,2017,0,3873,1228,34
Hisar,Haryana,2018,2,3005,9235,78
Hisar,Haryana,2019,2,4682,5345,64
Hisar,Haryana,2020,2,4583,8061,80
Hisar,Haryana,2021,2,3600,3097,59
Hisar,Haryana,2022,0,1589,10767,98
Hisar,Haryana,2023,2,3299,7149,82
Hisar,Haryana,2024,1,3681,5406,11
Jhajjar,Haryana,2015,2,2146,9312,18
Jhajjar,Haryana,2016,0,3776,9049,89
Jhajjar,Haryana,2017,2,3381,3899,94
Jhajjar,Haryana,2018,2,3449,9124,27
Jhajjar,Haryana,2019,2,4290,7069,15
Jhajjar,Haryana,2020,2,2616,7085,21
Jhajjar,Haryana,2021,1,1393,9787,18
Jhajjar,Haryana,2022,0,1088,2377,63
Jhajjar,Haryana,2023,1,4390,10029,51
Jhajjar,Haryana,2024,0,3340,1041,35
Jind,Haryana,2015,2,4483,2210,20
Jind,Haryana,2016,1,562,11716,17
Jind,Haryana,2017,2,3971,8668,22
Jind,Haryana,2018,1,2287,13677,86
Jind,Haryana,2019,2,4931,3363,19
Jind,Haryana,2020,1,3881,12659,89
Jind,Haryana,2021,0,4132,4150,15
Jind,Haryana,2022,2,2564,5547,25
Jind,Haryana,2023,1,3956,3620,27
Jind,Haryana,2024,1,2646,12240,41
Kaithal,Haryana,2015,2,1529,5422,36
Kaithal,Haryana,2016,0,4334,1325,38
Kaithal,Haryana,2017,2,2587,6435,42
Kaithal,Haryana,2018,0,2044,9841,29
Kaithal,Haryana,2019,0,2455,14495,69
Kaithal,Haryana,2020,1,3110,8704,91
Kaithal,Haryana,2021,2,2338,2476,27
Kaithal,Haryana,2022,0,4568,4209,35
Kaithal,Haryana,2023,0,3117,11602,14
Kaithal,Haryana,2024,1,1671,5638,87
Karnal,Haryana,2015,0,2863,5019,28
Karnal,Haryana,2016,0,4111,9238,94
Karnal,Haryana,2017,1,3245,4882,68
Karnal,Haryana,2018,0,547,13349,99
Karnal,Haryana,2019,2,2250,13014,46
Karnal,Haryana,2020,0,2789,9945,80
Karnal,Haryana,2021,1,4634,13053,88
Karnal,Haryana,2022,1,1096,7621,48
Karnal,Haryana,2023,2,1288,2378,51
Karnal,Haryana,2024,2,1834,5414,90
Kurukshetra,Haryana,2015,2,4275,4837,91
Kurukshetra,Haryana,2016,1,1473,7102,60
Kurukshetra,Haryana,2017,2,3464,8329,56
Kurukshetra,Haryana,2018,2,3841,7657,78
Kurukshetra,Haryana,2019,2,1203,11930,67
Kurukshetra,Haryana,2020,0,3341,9285,52
Kurukshetra,Haryana,2021,0,1039,12458,20
Kurukshetra,Haryana,2022,2,772,14825,32
Kurukshetra,Haryana,2023,1,850,6397,10
Kurukshetra,Haryana,2024,2,955,2774,42
Mahendragarh,Haryana,2015,0,4346,2841,60
Mahendragarh,Haryana,2016,0,854,3272,24
Mahendragarh,Haryana,2017,2,2398,12657,27
Mahendragarh,Haryana,2018,0,771,11848,17
Mahendragarh,Haryana,2019,0,2393,9776,67
Mahendragarh,Haryana,2020,2,3879,4357,85
Mahendragarh,Haryana,2021,0,1467,1333,61
Mahendragarh,Haryana,2022,1,2126,4373,52
Mahendragarh,Haryana,2023,1,3489,10778,41
Mahendragarh,Haryana,2024,0,2277,7821,84
Nuh,Haryana,2015,0,2895,11763,36
Nuh,Haryana,2016,2,1196,4256,12
Nuh,Haryana,2017,2,1539,2116,99
Nuh,Haryana,2018,0,1261,14066,95
Nuh,Haryana,2019,2,2591,5739,37
Nuh,Haryana,2020,1,3977,8243,53
Nuh,Haryana,2021,2,4760,6512,36
Nuh,Haryana,2022,1,4383,6726,21
Nuh,Haryana,2023,0,3735,9801,50
Nuh,Haryana,2024,1,1989,9883,46
Palwal,Haryana,2015,2,2784,2029,67
Palwal,Haryana,2016,1,1456,10323,90
Palwal,Haryana,2017,2,1923,1183,73
Palwal,Haryana,2018,2,3634,12570,49
Palwal,Haryana,2019,2,2309,5950,21
Palwal,Haryana,2020,0,803,5945,83
Palwal,Haryana,2021,0,2150,4350,93
Palwal,Haryana,2022,1,3842,1694,100
Palwal,Haryana,2023,2,969,7636,65
Palwal,Haryana,2024,1,2960,3376,54
Panchkula,Haryana,2015,2,3985,13381,100
Panchkula,Haryana,2016,1,4700,1326,90
Panchkula,Haryana,2017,0,1298,1042,50
Panchkula,Haryana,2018,1,3487,8458,18
Panchkula,Haryana,2019,1,3522,2067,91
Panchkula,Haryana,2020,0,1333,9481,25
Panchkula,Haryana,2021,0,4942,3310,80
Panchkula,Haryana,2022,0,580,10795,74
Panchkula,Haryana,2023,1,3774,8488,54
Panchkula,Haryana,2024,1,4268,11981,28
Panipat,Haryana,2015,0,1395,11247,64
Panipat,Haryana,2016,2,1220,14624,53
Panipat,Haryana,2017,0,3767,8531,51
Panipat,Haryana,2018,1,3145,11837,37
Panipat,Haryana,2019,2,1624,12084,68
Panipat,Haryana,2020,2,2161,6543,59
Panipat,Haryana,2021,2,2155,3916,90
Panipat,Haryana,2022,1,3044,7973,51
Panipat,Haryana,2023,1,2506,1758,63
Panipat,Haryana,2024,2,1413,10579,51
Rewari,Haryana,2015,0,1786,10456,65
Rewari,Haryana,2016,1,3463,4113,66
Rewari,Haryana,2017,2,1367,2530,93
Rewari,Haryana,2018,0,1722,4308,23
Rewari,Haryana,2019,0,4859,1352,84
Rewari,Haryana,2020,2,2341,8748,22
Rewari,Haryana,2021,1,1104,7359,44
Rewari,Haryana,2022,0,1736,7811,66
Rewari,Haryana,2023,2,4792,7069,65
Rewari,Haryana,2024,1,1409,7978,84
Rohtak,Haryana,2015,1,4403,3893,57
Rohtak,Haryana,2016,2,3437,9253,98
Rohtak,Haryana,2017,0,1436,14928,60
Rohtak,Haryana,2018,2,3728,7091,73
Rohtak,Haryana,2019,1,4366,6895,84
Rohtak,Haryana,2020,1,1880,12092,86
Rohtak,Haryana,2021,0,1903,2341,70
Rohtak,Haryana,2022,2,1852,11972,33
Rohtak,Haryana,2023,0,3325,10087,99
Rohtak,Haryana,2024,0,1747,2922,43
Sirsa,Haryana,2015,2,3297,10359,81
Sirsa,Haryana,2016,2,2858,1884,38
Sirsa,Haryana,2017,1,3125,2003,17
Sirsa,Haryana,2018,2,4166,13176,83
Sirsa,Haryana,2019,2,1131,10796,24
Sirsa,Haryana,2020,2,4264,10545,28
Sirsa,Haryana,2021,1,1539,12722,51
Sirsa,Haryana,2022,0,2076,14924,66
Sirsa,Haryana,2023,0,3407,10935,33
Sirsa,Haryana,2024,2,3612,13356,56
Bilaspur,Himachal Pradesh,2015,2,4510,13051,30
Bilaspur,Himachal Pradesh,2016,2,1405,13227,54
Bilaspur,Himachal Pradesh,2017,0,3760,12535,36
Bilaspur,Himachal Pradesh,2018,2,893,1659,59
Bilaspur,Himachal Pradesh,2019,0,3340,1987,80
Bilaspur,Himachal Pradesh,2020,2,1478,11141,19
Bilaspur,Himachal Pradesh,2021,2,2946,13305,99
Bilaspur,Himachal Pradesh,2022,0,2860,3453,60
Bilaspur,Himachal Pradesh,2023,2,2087,11606,80
Bilaspur,Himachal Pradesh,2024,1,2537,1574,54
Chamba,Himachal Pradesh,2015,1,3037,12288,94
Chamba,Himachal Pradesh,2016,0,1986,8619,89
Chamba,Himachal Pradesh,2017,1,1377,4892,94
Chamba,Himachal Pradesh,2018,1,4093,5178,19
Chamba,Himachal Pradesh,2019,2,1085,5338,17
Chamba,Himachal Pradesh,2020,2,904,10610,19
Chamba,Himachal Pradesh,2021,1,1455,1011,10
Chamba,Himachal Pradesh,2022,1,971,8064,23
Chamba,Himachal Pradesh,2023,0,1339,7385,23
Chamba,Himachal Pradesh,2024,1,2195,1840,88
Hamirpur,Himachal Pradesh,2015,2,4922,6312,65
Hamirpur,Himachal Pradesh,2016,2,2233,11033,63
Hamirpur,Himachal Pradesh,2017,1,2439,11158,79
Hamirpur,Himachal Pradesh,2018,1,3878,2760,46
Hamirpur,Himachal Pradesh,2019,0,1033,9949,20
Hamirpur,Himachal Pradesh,2020,1,4743,12178,46
Hamirpur,Himachal Pradesh,2021,0,4819,11060,38
Hamirpur,Himachal Pradesh,2022,2,1458,3045,67
Hamirpur,Himachal Pradesh,2023,1,3784,13671,50
Hamirpur,Himachal Pradesh,2024,2,2248,11343,20
Kangra,Himachal Pradesh,2015,1,2293,14920,19
Kangra,Himachal Pradesh,2016,2,2802,1907,69
Kangra,Himachal Pradesh,2017,1,3260,13277,99
Kangra,Himachal Pradesh,2018,1,4500,5490,21
Kangra,Himachal Pradesh,2019,1,4570,8223,96
